1,90.0018
2,224.6528
3,170.47
4,106.2456
5,178.8919
6,149.8782
7,188.7236
8,159.6442
9,35.0333
10,226.6983
11,168.6589
12,60.4014
13,133.2525
14,32.5386
15,70.4913
16,31.5452
17,78.1483
18,153.7619
19,26.3329
20,52.4172
21,67.2168
22,111.6028
23,58.7267
24,219.4728
25,171.3509
26,152.3005
27,81.6302
28,181.9321
29,221.2281
30,137.9186
31,248.2229
32,55.2846
33,141.0164
34,52.3076
35,175.4382
36,151.4361
37,187.1917
38,137.9575
39,162.0112
40,78.8856
41,49.8359
42,108.0638
43,36.524
44,192.3607
45,163.2184
46,85.0042
47,127.9681
48,36.0935
49,221.0043
50,189.7996
51,52.5268
52,57.7882
53,93.716
54,185.8289
55,139.6925
56,144.6741
57,228.6845
58,175.0458
59,189.9436
60,114.87
61,88.671
62,151.4374
63,144.3927
64,54.7262
65,147.5669
66,50.6001
67,46.4497
68,92.28
69,179.2772
70,209.5247
71,42.7105
72,29.456
73,34.0854
74,109.8145
75,95.713
76,229.1335
77,238.1391
78,79.1996
79,89.6893
80,161.77
81,160.0826
82,75.5546
83,195.293
84,179.415
85,89.6306
86,74.7896
87,72.4226
88,88.5755
89,233.194
90,48.3983
91,142.1692
92,52.7678
93,63.4649
94,154.9109
95,90.4581
96,209.858
97,40.9138
98,151.9054
99,188.9499
100,39.8353
101,230.2243
102,79.4054
103,192.8614
104,139.2226
105,70.0125
106,236.4991
107,104.8523
108,224.9889
109,71.8271
110,87.7623
111,224.8621
112,95.0132
113,91.8904
114,174.8502
115,211.6026
116,196.1908
117,91.3739
118,101.5576
119,46.4795
120,51.7729
121,107.9293
122,234.6828
123,233.4969
124,37.9654
125,173.581
126,92.1444
127,146.2593
128,152.6694
129,85.7757
130,88.1764
131,47.254
132,98.4219
133,206.4927
134,21.1383
135,249.5774
136,52.2514
137,65.1819
138,83.1112
139,98.9339
140,64.5142
141,78.3714
142,190.9957
143,182.9449
144,162.1195
145,110.6418
146,74.4163
147,175.7582
148,236.0932
149,233.3337
150,32.5004
151,59.8187
152,233.1893
153,118.7961
154,48.5677
155,69.1758
156,183.691
157,80.5727
158,207.7407
159,84.4222
160,240.3631
161,93.0527
162,243.511
163,36.8901
164,216.0905
165,21.9631
166,198.9764
167,88.5603
168,42.2858
169,30.6631
170,74.6161
171,210.4241
172,41.1601
173,74.0465
174,227.4173
175,68.4094
176,176.7537
177,71.7868
178,73.9252
179,210.1761
180,175.363
181,232.2194
182,66.019
183,35.6643
184,207.148
185,137.2716
186,180.0097
187,51.0509
188,219.5639
189,66.0973
190,119.9493
191,186.7937
192,236.0226
193,102.2308
194,201.7754
195,239.412
196,147.3796
197,69.9743
198,192.7501
199,209.2273
200,222.2104
201,101.674
202,169.8869
203,219.9047
204,47.3141
205,201.2355
206,119.1089
207,175.2828
208,84.1704
209,62.133
210,181.0667
211,229.1404
